name,category,food_code,scientific_name,english_name,info,samples_number,edible_part,portion,image,water,energy_kcal,energy_kj,proteins,lipids,cholesterol,available_carbohydrates,starch,soluble_sugars,alcohol,total_fiber,soluble_fiber,insoluble_fiber,sucrose,glucose,fructose,lactose,galactose,maltose,maltotriosium,raffinose,fluorine,sodium,magnesium,phosphorus,chlorine,potassium,calcium,chromium,manganese,iron,nickel,copper,zinc,selenium,iodine,total_carotenoids,alpha_carotene,beta_carotene,cryptoxanthin,lycopene,lutein,retinol,zeaxanthin,vitamin_a_retinol_equivalent,thiamine,riboflavin,niacin,pantothenic_acid,vitamin_b6,biotin,folate,vitamin_b12,vitamin_c,vitamin_d,vitamin_e,alpha_tocopherol,beta_tocopherol,gamma_tocopherol,delta_tocopherol,vitamin_k,Saturated_fatty_acids,C4:0-C10:0,C4:0_butyric_acid,C6:0_capronic_acid,C7:0_enanthic_acid,C8:0_caprylic_acid,C10:0_caprinic_acid,C12:0_lauric_acid,C13:0_tridecanoic_acid,C14:0_myristic_acid,C15:0_pentadecanoic_acid,C16:0_palmitic_acid,C17:0_heptadecanoic_acid,C18:0_stearic_acid,C20:0_arachidic_acid,C22:0_behenic_acid,C24:0_lignoceric_acid,monounsaturated_fatty_acids,C10:1_caproleic_acid,C12:1_lauroleic_acid,C13:1_tridecenoic_acid,C14:1_myristoleic_acid,C15:1_pentadecenoic_acid,C16:1 palmitoleic_acid,C17:1_heptadecenoic_acid,C18:1_oleic_acid,C20:1_eicosenoic_acid,C22:1_erucic_acid,polyunsaturated_fatty_acids,C18:2_linoleic_acid,C18:3_linolenic_acid,C20:4_arachidonic_acid,C20:5_eicosapentaenoic_acid_EPA,C22:6_docosahexaenoic_acid_DHA,polyunsaturated_saturated,alanine,cystine,aspartic_acid,glutamic_acid,phenylalanine,glycine,histidine,isoleucine,lysine,leucine,methionine,proline,arginine,serine,threonine,valine,tryptophan,tyrosine,chemical_index,limiting_amino_acid,caffeic_acid,citric_acid,phytic_acid,malic_acid,apigenin,antioxidant_activity,campferol,phytosterols,fructo-oligosaccharides,myricetin,polyphenols,quercetin,violaxanthin
"Bovino adulto o vitellone, spalla, muscolo, girello e fesone, crudo",Carni fresche,101260,Bos taurus,"Beef, shoulder clod and blade fillet, lean only","Tessuto muscolare privato del grasso visibile, adatto per arrosti, scaloppine, cotolette, involtini",0,1.0,100,https://www.alimentinutrizione.it/images/placeholder.png,75.2,108.0,450.0,21.5,2.4,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,51,17.0,200,0,304,6,0.0,0.0,1.5,0.0,0.06,4.5,16,0,0,0.0,0,0.0,0,0,0,0,tr,0.10,0.17,5.00,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2.42,0,18.90,0,13.08,0,0,0,37.79,0,0,0,3.88,0,0,0,25.68,0,2.91,25.68,12.60,2.42,3.88,1.45,1.45,0.7,6.58,1.19,10.05,17.44,4.12,6.37,3.67,4.51,9.29,8.62,2.88,4.90,6.69,4.13,4.31,4.94,0.95,3.43,127,Valina,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Vitello, filetto, crudo",Carni fresche,101520,Bos taurus,"Calf, fillet, raw",,0,1.0,100,https://www.alimentinutrizione.it/images/placeholder.png,76.9,107.0,448.0,20.7,2.7,71,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,89,25.0,214,0,360,14,0.0,0.0,2.3,0.0,0.06,2.8,6,0,0,0.0,0,0.0,0,0,0,0,tr,0.15,0.26,6.30,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,3.15,0,26.79,0,13.00,0,0,0,50.83,0,0,0,1.58,0,0,0,41.77,0,0,4.33,1.97,1.18,0,0.0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Vitello, filetto, cotto in padella",Carni fresche,101521,Bos taurus,"Calf, fillet, roasted in pan, no fat added, no salt added",Cottura in padella senza aggiunta di grassi e di sale,0,1.0,83,https://www.alimentinutrizione.it/images/placeholder.png,72.8,126.0,529.0,24.4,3.2,84,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,tr,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,3.15,0,26.73,0,12.95,0,0,0,50.60,0,0,0,1.48,0,0,0,41.81,0,0,4.35,2.04,1.30,1.02,0.0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Bufalo, solo tessuto muscolare, crudo",Carni fresche,102000,Bos bubalus,"Buffalo, lean only",,0,1.0,100,https://www.alimentinutrizione.it/images/placeholder.png,74.9,98.0,410.0,22.0,1.1,62,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,tr,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,18.89,0,16.53,0,0,0,30.70,0,0,0,0,0,0,0,28.34,0,0,33.06,16.53,3.54,5.90,2.36,0.0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Cavallo, tessuto muscolare e grasso, crudo",Carni fresche,103010,Equus cabalus,"Horse, raw",,5,1.0,100,https://www.alimentinutrizione.it/images/placeholder.png,72.9,143.0,597.0,19.8,6.8,61,0.6,0.5,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,74,29.0,231,0,331,4,0.0,0.0,3.9,0.0,0.20,3.72,0,0,0,0.0,0,0.0,0,0,0,0,0,0.04,0.18,5.54,0.0,0.64,0,0,2.08,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.16,0,3.88,0,26.66,0,3.72,0,0,0,46.70,0,0,0,0.48,0,0,0,34.26,0,0,18.75,12.12,5.01,1.13,0.0,0.0,0.4,4.54,1.01,8.93,14.27,4.14,5.24,4.54,4.59,7.92,7.67,2.42,4.49,5.85,3.48,4.24,4.84,0.76,3.38,124,Valina,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Cavallo, solo tessuto muscolare, crudo",Carni fresche,103020,Equus cabalus,"Horse, lean only",,0,1.0,100,https://www.alimentinutrizione.it/images/placeholder.png,74.0,106.0,442.0,23.5,1.0,50,0.7,0.6,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.27,0,21.52,0,11.39,0,0,0,15.19,0,0,0,0,0,0,0,13.92,0,0,50.63,31.65,3.8,7.59,1.27,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Agnello, crudo",Carni fresche,104020,Ovis agnus,"Lamb, lean only, raw",Tessuto muscolare privato del grasso visibile,0,1.0,100,https://www.alimentinutrizione.it/images/placeholder.png,70.1,159.0,666.0,20.0,8.8,70,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,88,20.0,190,0,350,10,0.0,0.0,1.7,0.0,0.17,3.1,18,0,0,0.0,0,0.0,0,0,0,0,tr,0.15,0.28,6.00,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.12,0,0,0,0,0,0.12,0,5.49,0,24.85,0,21.48,0,0,0,41.58,0,0,0,0,0,0,0,39.21,0,0,5.24,2.62,2.62,0,0.0,0.0,0.8,6.40,1.30,8.43,13.85,3.97,6.00,2.71,5.19,8.11,7.66,2.39,4.99,6.73,4.23,4.69,5.00,1.27,3.27,128,Valina,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Agnello, cotto, al forno",Carni fresche,104029,Ovis agnus,"Lamb, lean only, cooked",Tessuto muscolare privato del grasso visibile. Cottura in forno senza aggiunta di grassi e di sale,0,1.0,75,https://www.alimentinutrizione.it/images/placeholder.png,62.2,199.0,833.0,25.0,11.0,110,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,106,22.0,310,0,475,15,0.0,0.0,3.2,0.0,0.21,5.8,19,0,0,0.0,0,0.0,0,0,0,0,tr,0.10,0.33,5.10,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Agnello, coscio, crudo",Carni fresche,104030,Ovis agnus,"Lamb, leg, lean only, raw",Tessuto muscolare privato del grasso visibile,0,1.0,100,https://www.alimentinutrizione.it/images/placeholder.png,76.9,102.0,429.0,20.0,2.5,71,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,68,20.0,213,0,338,10,0.0,0.0,2.0,0.0,0.19,3.3,18,0,0,0.0,0,0.0,0,0,0,0,tr,0.16,0.20,5.41,0.0,0.29,0,0,3.55,0,0.0,0,0.0,0,0.0,0.0,0,0,0.45,0,0,0,0,0,0.45,0,3.64,0,24.55,0,14.09,0,0,0,39.09,0,0,0,0,0,0,0,36.82,0,0,15.91,10.91,0.45,4.09,0.0,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Agnello, coscio, cotto, al forno",Carni fresche,104033,Ovis agnus,"Lamb, leg, lean only, baked in oven, no salt, no fat added",Tessuto muscolare privato del grasso visibile. Cottura in forno senza aggiunta di grassi e di sale,0,1.0,75,https://www.alimentinutrizione.it/images/placeholder.png,71.3,118.0,494.0,23.0,2.9,116,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,65,20.0,230,0,302,11,0.0,0.0,3.0,0.0,0.2,4.9,18,0,0,0.0,0,0.0,0,0,0,0,tr,0.10,0.28,4.28,0.0,0.18,0,0,3.57,0,0.0,0,0.0,0,0.0,0.0,0,0,0.25,0,0,0,0,0,0.51,0,4.29,0,24.75,0,13.38,0,0,0,40.91,0,0,0,0.25,0,0,0,38.64,0,0,12.88,9.34,0.25,2.53,0.0,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Agnello, costoletta, crudo",Carni fresche,104040,Ovis agnus,"Lamb, cutlet, lean only, raw",Tessuto muscolare privato del grasso visibile,0,1.0,100,https://www.alimentinutrizione.it/images/placeholder.png,76.5,106.0,443.0,20.4,2.7,75,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,70,20.0,209,0,325,13,0.0,0.0,1.7,0.0,0.17,2.8,18,0,0,0.0,0,0.0,0,0,0,0,tr,0.18,0.19,5.76,0.0,0.34,0,0,3.07,0,0.0,0,0.0,0,0.0,0.0,0,0,0.42,0,0,0,0,0,0.42,0,3.79,0,24.41,0,14.31,0,0,0,39.56,0,0,0,0,0,0,0,36.62,0,0,13.89,9.68,0.42,3.37,0.0,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Agnello, costoletta, cotto, al forno",Carni fresche,104043,Ovis agnus,"Lamb, cutlet, lean only, baked in oven, no salt, no fat added",Tessuto muscolare privato del grasso visibile. Cottura in forno senza aggiunta di grassi e di sale,0,1.0,75,https://www.alimentinutrizione.it/images/placeholder.png,73.9,118.0,493.0,22.7,3.0,104,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,71,20.0,223,0,309,12,0.0,0.0,2.2,0.0,0.18,3.6,18,0,0,0.0,0,0.0,0,0,0,0,tr,0.14,0.26,5.18,0.0,0.26,0,0,3.6,0,0.0,0,0.0,0,0.0,0.0,0,0,0.27,0,0,0,0,0,0.54,0,4.33,0,25.43,0,14.07,0,0,0,41.4,0,0,0,0.27,0,0,0,38.42,0,0,11.63,8.66,0.27,2.16,11.63,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Capra, solo tessuto muscolare, crudo",Carni fresche,104250,Capra hireus,"Goat, lean only",,0,1.0,100,https://www.alimentinutrizione.it/images/placeholder.png,76.9,106.0,441.0,21.2,2.3,55,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,tr,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.63,0,21.74,0,16.85,0.54,0,0,45.65,0,0,0,0,0,0,0,41.85,0,0,14.67,7.07,1.63,2.72,1.09,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Capretto, crudo",Carni fresche,104300,Capra hireus,"Kid, lean only",Pronto da cuocere,0,0.75,100,https://www.alimentinutrizione.it/images/placeholder.png,74.8,113.0,472.0,19.2,4.0,61,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,220,0,0,9,0.0,0.0,1.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.25,0.10,5.70,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Pecora, solo tessuto muscolare, crudo",Carni fresche,104610,Ovis agnus,"Sheep, lean only, raw",,0,1.0,100,https://www.alimentinutrizione.it/images/placeholder.png,74.0,121.0,506.0,21.0,4.1,67,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,tr,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2.39,0,23.10,0,17.12,0.8,0,0,44.60,0,0,0,0,0,0,0,41.82,0,0,11.55,5.97,1.59,1.59,0.8,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Maiale, coscio, crudo",Carni fresche,105200,Sus scrofa domestica,"Swine, light, leg",,0,0.87,100,https://www.alimentinutrizione.it/images/placeholder.png,75.2,110.0,459.0,20.2,3.2,64,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,76,17.0,233,0,370,12,0.0,0.0,1.6,0.0,0.15,2.4,14,0,0,0.0,0,0.0,0,0,0,0,tr,1.35,0.20,4.50,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,5.49,0,0,0,20.6,0,12.71,0,0,0,18.20,0,0,0,0,0,0,0,18.2,0,0,43.27,28.16,3.78,8.24,1.03,0.0,0.4,6.15,1.20,10.23,14.82,3.66,5.15,3.47,5.16,8.40,7.87,2.70,4.19,6.29,4.09,4.50,5.81,1.10,3.19,133,Leucina,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Maiale, lombo, crudo",Carni fresche,105210,Sus scrofa domestica,"Swine, light, loin",,0,0.79,100,https://www.alimentinutrizione.it/images/placeholder.png,70.7,146.0,610.0,20.7,7.0,61,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,73,0.0,150,0,220,7,0.0,0.0,1.3,0.0,0.15,1.8,14,0,0,0.0,0,0.0,0,0,0,0,tr,0.25,0.30,4.00,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.16,0,1.10,0,22.14,0,11.46,0,0,0,37.36,0,0,0,0,0,0,0,32.97,2.83,0,28.57,26.37,0,0.47,0.0,0.0,0.8,6.20,1.15,10.00,15.18,3.89,5.22,3.11,5.19,8.35,7.81,2.60,4.10,6.18,4.10,4.42,5.98,0.88,3.16,132,Leucina,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Maiale, spalla, crudo",Carni fresche,105220,Sus scrofa domestica,"Swine, light, shoulder",,0,0.79,100,https://www.alimentinutrizione.it/images/placeholder.png,73.1,133.0,555.0,19.0,6.3,67,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,73,0.0,180,0,210,7,0.0,0.0,1.2,0.0,0.15,1.8,14,0,0,0.0,0,0.0,0,0,0,0,tr,0.26,0.35,3.00,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.17,0,2.27,0,28.43,0,8.20,0,0,0,36.98,0,0,0,0,0,0,0,32.44,2.27,0,24.07,23.55,0,0.52,0.0,0.0,0.6,5.91,1.13,10.23,14.71,3.72,5.03,3.40,5.24,8.42,8.16,2.61,4.14,6.18,4.03,4.24,5.81,0.96,3.34,138,Leucina,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Maiale, bistecca, crudo",Carni fresche,105230,Sus scrofa domestica,"Swine, light, steak, raw",Animale che pesa generalmente tra 100 - 120 kg,0,0.74,100,https://www.alimentinutrizione.it/images/placeholder.png,69.6,157.0,658.0,21.3,8.0,62,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,56,17.0,160,0,290,8,0.0,0.0,0.8,0.0,0.13,1.6,14,0,0,0.0,0,0.0,0,0,0,0,tr,0.80,0.70,3.00,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,3.03,0,4.21,0,25.00,0,14.87,0,0,0,32.76,0,0,0,0,0,0,0,29.08,1.71,0,19.34,19.08,0.13,0,0.0,0.0,0.4,5.88,1.37,10.01,15.29,3.92,4.80,3.84,5.35,8.81,8.13,2.77,3.99,6.27,4.23,4.42,5.72,1.02,3.22,138,Leucina,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Maiale, bistecca, cotto, in padella",Carni fresche,105236,Sus scrofa domestica,"Swine, light, steak, cooked in pan, no salt and fat added",Cottura in padella senza aggiunta di grassi e di sale,0,0.75,80,https://www.alimentinutrizione.it/images/placeholder.png,62.3,187.0,783.0,25.4,9.5,74,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,84,22.0,260,0,420,9,0.0,0.0,1.2,0.0,0.16,3.5,14,0,0,0.0,0,0.0,0,0,0,0,tr,0.60,0.50,4.70,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,6.10,1.34,10.29,15.32,3.88,5.02,3.49,5.17,8.51,7.91,2.68,4.41,6.04,4.21,4.42,5.71,1.05,3.36,134,Leucina,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Maiale, pesante, coscio, crudo",Carni fresche,105600,Sus scrofa domestica,"Swine, heavy, leg","Animale che pesa generalmente oltre 150 kg, usato principalmente per la produzione dei salumi",0,0.9,100,https://www.alimentinutrizione.it/images/placeholder.png,72.9,127.0,533.0,20.4,5.1,89,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,76,0.0,176,0,370,8,0.0,0.0,1.7,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,5,0.31,0.31,3.80,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.44,0,1.09,0,22.44,0,12.64,0,0,0,43.36,0,0,0,0,0,0,0,40.74,0.44,0,18.95,13.07,0.65,3.70,0.65,0.0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Maiale, pesante, lombo, crudo",Carni fresche,105700,Sus scrofa domestica,"Swine, heavy, loin","Animale che pesa generalmente oltre 150 kg, usato principalmente per la produzione dei salumi",0,0.78,100,https://www.alimentinutrizione.it/images/placeholder.png,68.0,172.0,721.0,20.8,9.9,88,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,59,0.0,158,0,300,7,0.0,0.0,1.4,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,6,0.28,0.30,3.80,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.22,0,1.46,0,23.12,0,13.24,0,0,0,43.43,0,0,0,0,0,0,0,40.07,0.56,0,17.28,11.90,0.90,1.35,0.11,0.0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Maiale, pesante, spalla, crudo",Carni fresche,105800,Sus scrofa domestica,"Swine, heavy, shoulder","Animale che pesa generalmente oltre 150 kg, usato principalmente per la produzione dei salumi",0,0.94,100,https://www.alimentinutrizione.it/images/placeholder.png,70.6,156.0,653.0,19.0,8.9,83,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,73,0.0,150,0,220,6,0.0,0.0,1.2,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,6,0.26,0.34,3.00,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.74,0,1.36,0,21.85,0,12.35,0,0,0,43.71,0,0,0,0,0,0,0,40.62,1.11,0,20.13,16.42,1.23,2.22,0.25,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Anatra domestica, crudo",Carni fresche,106010,Anas boscas,"Duck, domestic",Pronto da cuocere,0,0.8,100,https://www.alimentinutrizione.it/images/placeholder.png,68.8,159.0,667.0,21.4,8.2,38,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,110,14.0,200,0,290,12,0.0,0.0,1.3,0.0,0.3,1.9,22,0,0,0.0,0,0.0,0,0,0,0,80,0.19,0.18,7.70,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Faraona, coscio, con pelle, crudo",Carni fresche,106020,Numida meleagris,"Guinea Fowl, thigh, with skin, raw",,0,0.85,100,https://www.alimentinutrizione.it/images/placeholder.png,71.6,133.0,554.0,24.3,3.8,71,0.3,0.3,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,97,9.0,120,0,325,8,0.0,0.0,1.5,0.0,0.1,1.9,0,0,0,0.0,0,0.0,0,0,0,0,tr,0.29,0.35,5.10,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Faraona, coscio, senza pelle, crudo",Carni fresche,106030,Numida meleagris,"Guinea Fowl, thigh, without skin, raw",,0,0.78,100,https://www.alimentinutrizione.it/images/placeholder.png,72.4,127.0,531.0,24.0,3.3,51,0.3,0.3,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,100,10.0,170,0,340,10,0.0,0.0,1.6,0.0,0.14,2.0,0,0,0,0.0,0,0.0,0,0,0,0,tr,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.29,0,21.60,0,10.96,0,0,0,38.36,0,0,0,0,0,0,0,36.75,0.32,0,28.05,24.82,1.93,1.29,0.0,0.0,0.7,7.16,0.91,9.38,16.08,4.03,8.77,3.33,4.59,8.07,7.61,2.42,5.90,6.81,0,4.13,4.84,0.86,3.28,124,Valina,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Faraona, coscio, senza pelle, cotto, allo spiedo",Carni fresche,106032,Numida meleagris,"Guinea Fowl, leg, without skin, cooked on the spit, no salt, no fat added",Cottura in forno senza aggiunta di grassi e di sale e scolato dal fondo di cottura,0,0.77,85,https://www.alimentinutrizione.it/images/placeholder.png,59.1,194.0,810.0,34.4,6.1,99,0.3,0.3,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,180,10.0,290,0,460,11,0.0,0.0,2.8,0.0,0.29,3.4,0,0,0,0.0,0,0.0,0,0,0,0,tr,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.57,0,23.02,0,11.34,0,0,0,38.37,0,0,0,0,0,0,0,35.40,0.52,0,26.86,23.89,1.40,1.40,0.0,0.0,0.7,6.76,1.03,9.89,16.23,4.19,6.83,2.92,4.81,8.86,8.10,2.64,5.42,6.59,0,4.39,4.46,0.89,3.54,114,Valina,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
