name,category,food_code,scientific_name,english_name,info,samples_number,edible_part,portion,image,water,energy_kcal,energy_kj,proteins,lipids,cholesterol,available_carbohydrates,starch,soluble_sugars,alcohol,total_fiber,soluble_fiber,insoluble_fiber,sucrose,glucose,fructose,lactose,galactose,maltose,maltotriosium,raffinose,fluorine,sodium,magnesium,phosphorus,chlorine,potassium,calcium,chromium,manganese,iron,nickel,copper,zinc,selenium,iodine,total_carotenoids,alpha_carotene,beta_carotene,cryptoxanthin,lycopene,lutein,retinol,zeaxanthin,vitamin_a_retinol_equivalent,thiamine,riboflavin,niacin,pantothenic_acid,vitamin_b6,biotin,folate,vitamin_b12,vitamin_c,vitamin_d,vitamin_e,alpha_tocopherol,beta_tocopherol,gamma_tocopherol,delta_tocopherol,vitamin_k,Saturated_fatty_acids,C4:0-C10:0,C4:0_butyric_acid,C6:0_capronic_acid,C7:0_enanthic_acid,C8:0_caprylic_acid,C10:0_caprinic_acid,C12:0_lauric_acid,C13:0_tridecanoic_acid,C14:0_myristic_acid,C15:0_pentadecanoic_acid,C16:0_palmitic_acid,C17:0_heptadecanoic_acid,C18:0_stearic_acid,C20:0_arachidic_acid,C22:0_behenic_acid,C24:0_lignoceric_acid,monounsaturated_fatty_acids,C10:1_caproleic_acid,C12:1_lauroleic_acid,C13:1_tridecenoic_acid,C14:1_myristoleic_acid,C15:1_pentadecenoic_acid,C16:1 palmitoleic_acid,C17:1_heptadecenoic_acid,C18:1_oleic_acid,C20:1_eicosenoic_acid,C22:1_erucic_acid,polyunsaturated_fatty_acids,C18:2_linoleic_acid,C18:3_linolenic_acid,C20:4_arachidonic_acid,C20:5_eicosapentaenoic_acid_EPA,C22:6_docosahexaenoic_acid_DHA,polyunsaturated_saturated,alanine,cystine,aspartic_acid,glutamic_acid,phenylalanine,glycine,histidine,isoleucine,lysine,leucine,methionine,proline,arginine,serine,threonine,valine,tryptophan,tyrosine,chemical_index,limiting_amino_acid,caffeic_acid,citric_acid,phytic_acid,malic_acid,apigenin,antioxidant_activity,campferol,phytosterols,fructo-oligosaccharides,myricetin,polyphenols,quercetin,violaxanthin
"Zucchine, cotte, bollite",Verdure e ortaggi,005735,Cucurbita pepo,"Zucchini Squash, boiled in distilled water, no salt, drained","Cottura bollite in acqua distillata senza aggiunta di sale, scolate",0,1.0,200,https://www.alimentinutrizione.it/images/placeholder.png,84.2,30.0,125.0,3.2,0.2,0.0,3.4,0.2,3.2,0.0,1.3,0.35,0.98,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Zucchine, chiare",Verdure e ortaggi,005740,Cucurbita pepo,"Zucchini Squash (Ligth Green), raw",,0,0.86,200,https://www.alimentinutrizione.it/images/placeholder.png,93.4,17.0,72.0,1.9,0.1,0,1.7,0.1,1.6,0.0,1.2,0.0,0.0,0.15,0.65,0.82,0.0,0,0,0,0.0,0,1,27.0,55,0,332,18,0.0,0.11,0.4,0.0,0.08,0.31,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Zucchine chiare, cotte, al vapore",Verdure e ortaggi,005741,Cucurbita pepo,"Zucchini Squash (Ligth Green), steaming, no salt",Cottura a vapore senza aggiunta di sale,6,1.0,200,https://www.alimentinutrizione.it/images/placeholder.png,93.0,20.0,84.0,2.0,0,0,2.5,tr,2.5,0.0,1.3,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,1,30.0,60,0,344,16,0.0,0.13,0.5,0.0,0.11,0.39,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Zucchine chiare, cotte, in padella grigliate",Verdure e ortaggi,005742,Cucurbita pepo,"Zucchini Squash (Ligth Green), in pain grilled, no salt",Grigliate in padella senza aggiunta di sale,6,1.0,200,https://www.alimentinutrizione.it/images/placeholder.png,85.0,29.0,120.0,0,0.2,0,5.7,tr,5.7,0.0,2.8,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,2,65.0,127,0,1003,58,0.0,0.29,0.8,0.0,0.21,0.73,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Zucchine, chiare, cotte, al microonde",Verdure e ortaggi,005744,Cucurbita pepo,"Zucchini Squash (Ligth Green), cooked by microwave, no salt",Cottura in forno a microonde senza aggiunta di sale,6,1.0,200,https://www.alimentinutrizione.it/images/placeholder.png,92.1,23.0,98.0,2.0,0.1,0,3.0,tr,3.0,0.0,1.6,0.0,0.0,0.55,1.21,1.24,0.0,0,0,0,0.0,0,2,35.0,72,0,414,22,0.0,0.15,0.5,0.0,0.11,0.39,1,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Zucchine, scure, crude",Verdure e ortaggi,005750,Cucurbita pepo,"Zucchini Squash (Dark Green), raw",,0,0.89,200,https://www.alimentinutrizione.it/images/placeholder.png,93.9,17.0,70.0,1.4,0.1,0,2.1,0.1,2.0,0.0,1.2,0.0,0.0,1.04,0.88,0.05,0.0,0,0,0,0.0,0,1,23.0,44,0,273,15,0.0,0.33,0.5,0.0,0.19,0.39,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Zucchine, scure, cotte, al vapore",Verdure e ortaggi,005751,Cucurbita pepo,"Zucchini Squash (Ligth Green), steaming, no salt",Cottura a vapore senza aggiunta di sale,6,1.0,200,https://www.alimentinutrizione.it/images/placeholder.png,93.2,20.0,85.0,1.6,0.1,0,2.7,0,2.7,0.0,1.5,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,tr,25.0,49,0,280,17,0.0,0.28,0.6,0.0,0.09,0.15,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Zucchine, scure, cotte, in padella grigliate",Verdure e ortaggi,005752,Cucurbita pepo,"Zucchini Squash (Ligth Green), in pain grilled, no salt",Grigliate in padella senza aggiunta di sale,6,1.0,200,https://www.alimentinutrizione.it/images/placeholder.png,88.4,37.0,154.0,2.7,0.1,0,5.6,0.1,5.5,0.0,2.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,2,44.0,84,0,492,29,0.0,0.51,0.9,0.0,0.14,0.7,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Zucchine, scure, cotte, al microonde",Verdure e ortaggi,005754,Cucurbita pepo,"Zucchini Squash (Dark Green), cooked by microwave, no salt",Cottura in forno a microonde senza aggiunta di sale,0,1.0,200,https://www.alimentinutrizione.it/images/placeholder.png,92.2,23.0,98.0,1.8,0,0,3.5,0,3.5,0.0,1.5,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,1,28.0,55,0,327,21,0.0,0.38,0.6,0.0,0.09,0.47,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Funghi coltivati, prataioli, crudi",Verdure e ortaggi,006000,Agaricus campestris,"Mushrooms, prataioli, raw",,0,0.95,200,https://www.alimentinutrizione.it/images/placeholder.png,90.4,24.0,101.0,3.7,0.2,0,0.8,0,0.8,0.0,2.3,0.11,2.14,0,0.0,0,0.0,0,0,0,0.0,0,5,13.0,100,0,320,6,0.0,0.0,0.8,0.0,0.27,1.46,7.5,0,0,0.0,0,0.0,0,0,0,0,0,0.09,0.13,4.00,0.0,0.0,0,0,0.0,3,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Funghi coltivati, prataioli, cotti, in padella",Verdure e ortaggi,006006,Agaricus campestris,"Mushrooms, prataioli, pan-fried, no salt, no fat added",Cottura in padella senza aggiunta di grassi e di sale,0,1.0,200,https://www.alimentinutrizione.it/images/placeholder.png,81.9,46.0,192.0,7.0,0.4,0,1.5,0,1.5,0.0,4.3,0.29,4.03,0,0.0,0,0.0,0,0,0,0.0,0,4,8.0,90,0,160,6,0.0,0.0,0.6,0.0,0.20,1.1,5.63,0,0,0.0,0,0.0,0,0,0,0,0,0.06,0.08,2.60,0.0,0.0,0,0,0.0,2,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Funghi coltivati, pleurotes, crudi",Verdure e ortaggi,006010,Pleurotes ostreatus,"Mushrooms, pleurotes, raw",,0,0.98,200,https://www.alimentinutrizione.it/images/placeholder.png,90.4,37.0,156.0,2.2,0.3,0,5.6,0,5.6,0.0,2.4,0.25,2.15,0,0.0,0,0.0,0,0,0,0.0,0,7,17.0,97,0,287,3,0.0,0.0,0.9,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,8.82,0.91,9.14,16.50,4.00,4.86,2.27,4.05,6.00,7.82,1.45,3.95,7.05,4.50,5.27,5.23,2.32,3.91,107,Solforati,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Funghi coltivati, pleurotes, cotti, in padella",Verdure e ortaggi,006016,Pleurotes ostreatus,"Mushrooms, pleurotes, pan-fried, no salt, no fat added",Cottura in padella senza aggiunta di grassi e di sale,0,1.0,200,https://www.alimentinutrizione.it/images/placeholder.png,88.7,35.0,148.0,2.6,0.4,0,5.3,0,5.3,0.0,0.8,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Funghi ovuli, crudi",Verdure e ortaggi,006020,"Amanita caesarea, ovulo edule","Mushrooms, ovuli, raw",,0,0.87,200,https://www.alimentinutrizione.it/images/placeholder.png,92.9,23.0,95.0,2.0,0.3,0,1.6,0,1.6,0.0,3.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,89,0,0,17,0.0,0.0,1.1,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.10,0.31,4.00,0.0,0.0,0,0,0.0,3,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Funghi porcini, crudi",Verdure e ortaggi,006030,Boletus edulis,"Mushrooms, porcini, raw",,0,0.92,200,https://www.alimentinutrizione.it/images/placeholder.png,92.0,31.0,128.0,3.9,0.7,0,1.0,0,1,0.0,2.5,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,52,0.0,142,0,235,22,0.0,0.0,1.2,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.38,0.26,4.00,0.0,0.0,0,0,0.0,3,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,8.05,1.31,8.03,10.69,3.03,6.64,2.00,2.79,3.95,5.31,1.49,5.31,3.59,4.79,4.64,3.67,0.97,1.72,88,Lisina,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Tartufo, nero",Verdure e ortaggi,006200,Tuber melanosporum,"Truffle, black",,0,0.79,5,https://www.alimentinutrizione.it/images/placeholder.png,81.8,48.0,201.0,6.0,0.5,0,0.7,tr,0.7,0.0,8.4,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,62,0,0,24,0.0,0.0,3.5,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.05,0.09,2.00,0.0,0.0,0,0,0.0,1,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Patate, crude",Verdure e ortaggi,006500,Solanum tuberosum,"Potatoes, raw","Cultivar Primura, Marabel, Agata, Annabelle, Vivaldi",0,0.83,200,https://www.alimentinutrizione.it/images/placeholder.png,80.6,72.0,303.0,2.0,0.1,0,16.0,13.5,1,0.0,1.8,0.8,0.96,0.76,0.19,0.14,0.0,0,0,0,0.0,0,7,28.0,54,0,570,10,0.0,0.0,0.6,0.0,0.19,1.24,tr,0,0,0.0,0,0.0,0,0,0,0,3,0.10,0.04,2.50,0.0,0.0,0,38,0.0,16,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,4.38,1.05,15.90,16.57,4.43,2.76,1.71,4.38,5.48,5.81,1.62,3.62,4.95,3.62,3.95,5.52,1.33,2.90,98,Leucina,0,367,0.08,142,0.0,0.0,0.0,0,0.0,0.0,36.7,0.0,0
"Patate, con buccia, cotte, bollite",Verdure e ortaggi,006505,Solanum tuberosum,"Potatoes, boiled in distilled water, no salt",Cottura in acqua distillata senza aggiunta di sale,0,0.83,200,https://www.alimentinutrizione.it/images/placeholder.png,78.5,88.0,367.0,2.1,1.0,0,17.9,15.9,0.4,0.0,1.6,0.71,0.85,0,0.0,0,0.0,0,0,0,0.0,0,7,28.0,54,0,570,10,0.0,0.0,0.6,0.0,0.19,1.24,tr,0,0,0.0,0,0.0,0,0,0,0,3,0.08,0.03,2.40,0.0,0.0,0,0,0.0,8,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.08,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Patate, cotte, arrosto",Verdure e ortaggi,006511,Solanum tuberosum,"Potatoes, skinned, roasted",,0,1.0,200,https://www.alimentinutrizione.it/images/placeholder.png,65.0,152.0,636.0,2.9,4.5,0,25.7,22.8,0.6,0.0,1.8,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,9,0.0,55,0,570,8,0.0,0.0,0.7,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,tr,0.23,0.02,0.70,0.0,0.0,0,0,0.0,8,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Patate, cotte, al microonde",Verdure e ortaggi,006514,Solanum tuberosum,"Potatoes, skinned, cooked by microwave, no salt",Cottura in forno a microonde senza aggiunta di sale,0,1.0,200,https://www.alimentinutrizione.it/images/placeholder.png,78.5,88.0,367.0,2.1,1.0,0,17.9,15.9,0.4,0.0,1.6,0.71,0.85,0,0.0,0,0.0,0,0,0,0.0,0,7,32.0,54,0,570,10,0.0,0.0,0.6,0.0,0.21,1.26,tr,0,0,0.0,0,0.0,0,0,0,0,3,0.10,0.04,2.50,0.0,0.0,0,0,0.0,8,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.08,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Patate, senza buccia, cotte, bollite",Verdure e ortaggi,006515,Solanum tuberosum,"Potatoes, skinned, boiled in distilled water, no salt",Cottura in acqua distillata senza aggiunta di sale,0,1.0,200,https://www.alimentinutrizione.it/images/placeholder.png,80.1,74.0,310.0,1.8,0.1,0,16.9,15.0,0.4,0.0,1.3,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,7,0.0,31,0,280,5,0.0,0.0,0.4,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,tr,0.08,0.01,0.50,0.0,0.0,0,26,0.0,6,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Patate, fritte",Verdure e ortaggi,006517,Solanum tuberosum,"Potatoes, skinned, fried",,0,1.0,200,https://www.alimentinutrizione.it/images/placeholder.png,55.5,192.0,805.0,3.9,6.7,0,29.9,26.6,0.6,0.0,2.2,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,12,0.0,62,0,660,11,0.0,0.0,0.8,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,tr,0.24,0.02,0.70,0.0,0.0,0,0,0.0,9,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Patatine, fritte, confezionate in busta",Verdure e ortaggi,006570,Solanum tuberosum,"Potato Chips, packed",,0,1.0,25,https://www.alimentinutrizione.it/images/placeholder.png,12.1,512.0,2142.0,5.4,29.6,0,58,51.8,1,0.0,3.2,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,1070,0.0,158,0,1060,28,0.0,0.0,1.8,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.11,0.07,4.60,0.0,0.0,0,0,0.0,27,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Patate novelle, crude",Verdure e ortaggi,006580,Solanum tuberosum,"Potatoes, new or earlies, raw",,0,0.96,200,https://www.alimentinutrizione.it/images/placeholder.png,81.9,72.0,303.0,2.0,0.3,0,15.7,14.1,0.2,0.0,1.4,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,10,38.0,54,0,318,10,0.0,0.0,0.6,0.0,0.22,1.52,1,0,0,0.0,0,0.0,0,0,0,0,tr,0.12,0.03,2.40,0.0,0.0,0,0,0.0,28,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Patate novelle, cotte, al microonde",Verdure e ortaggi,006584,Solanum tuberosum,"Potatoes, new or earlies, cooked by microwave, no salt",Cottura in forno a microonde senza aggiunta di sale,0,1.0,200,https://www.alimentinutrizione.it/images/placeholder.png,79.9,72.0,303.0,2.0,0.3,0,15.7,14.1,0.2,0.0,1.4,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,10,21.0,54,0,318,10,0.0,0.0,0.6,0.0,0.17,0.86,1,0,0,0.0,0,0.0,0,0,0,0,tr,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Patate novelle, cotte, bollte",Verdure e ortaggi,006585,Solanum tuberosum,"Potatoes, new or earlies, boiled in distilled water, no salt",Cottura in acqua distillata senza aggiunta di sale,0,1.0,200,https://www.alimentinutrizione.it/images/placeholder.png,82.9,68.0,285.0,1.9,0.2,0,14.9,13.4,0.2,0.0,1.4,0.38,1.05,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,tr,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Gnocchi di patate, crudi",Cereali e derivati,006590,,"Potato gnocchi, fresh",,8,1.0,120,https://www.alimentinutrizione.it/images/placeholder.png,56.3,164.0,687.0,3.9,0.3,7,37.9,33.2,1.4,0.0,1.9,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,9,18.0,100,0,310,14,0.0,0.0,0.6,0.0,0.06,0.30,0,0,0,0.0,0,0.0,0,0,0,0,0,0.13,0.03,1.52,0.0,0.0,0,0,0.0,6,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Gnocchi di patate, cotti",Cereali e derivati,006591,,"Potato gnocchi, cooked",,8,1.0,130,https://www.alimentinutrizione.it/images/placeholder.png,60.7,147.0,615.0,3.5,0.2,2,34.0,30.1,1,0.0,1.8,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,180,17.0,92,0,286,13,0.0,0.0,0.6,0.0,0.06,0.28,0,0,0,0.0,0,0.0,0,0,0,0,0,0.12,0.03,1.40,0.0,0.0,0,0,0.0,tr,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
